Date,Price of last transaction,Max,Min,Average price,%chg.,Volume,Turnover in BEST in denars,Total turnover in denars
11.07.2022,"6.170,00","6.170,00","6.170,00","6.170,00","928,33",1,6.17,102.273.920
26.02.2019,"600,00","600,00","600,00","600,00","-5,21",3,1.8,1.800
16.05.2018,"633,00","633,00","633,00","633,00","2,93",107,67.731,67.731
10.05.2018,"615,00","615,00","615,00","615,00","-0,81",103,63.345,63.345
29.11.2016,"620,00","620,00","620,00","620,00","24,00",5,3.1,3.100
27.10.2016,"500,00","500,00","500,00","500,00","0,00",20,10.0,10.000
12.02.2016,"500,00","500,00","500,00","500,00","0,00",29,14.5,14.500
14.01.2016,"500,00","500,00","500,00","500,00","0,00",124,62.0,62.000
12.01.2016,"500,00","500,00","500,00","500,00","-19,35",2,1.0,1.000
25.11.2015,"620,00","620,00","620,00","620,00","0,81",108,66.96,66.960
