Date,Price of last transaction,Max,Min,Average price,%chg.,Volume,Turnover in BEST in denars,Total turnover in denars
16.08.2024,"5.050,00","5.050,00","5.050,00","5.050,00","1,00",79,398.950,398.950
05.01.2024,"5.000,00","5.000,00","5.000,00","5.000,00","61,29",62,310.0,310.0
13.03.2020,"3.100,00","3.100,00","3.100,00","3.100,00","-55,23",3,9.3,9.3
